app_id,ranking,chart,country_id,category_id,name,seller_name,url,Internal Country,internet_users,internet_penetration,cat_name,search_details,Include
415443644,1,free,9.0,6002,前程无忧51Job-求职招聘找工作,"QIANJIN NETWORK INFORMATION TECHNOLOGY (SHANGHAI) CO,LTD.",https://apps.apple.com/cn/app/%E5%89%8D%E7%A8%8B%E6%97%A0%E5%BF%A751job-%E6%B1%82%E8%81%8C%E6%8B%9B%E8%81%98%E6%89%BE%E5%B7%A5%E4%BD%9C/id415443644?uo=4,China,766134643.6,54.30%,Utilities,find a job_20,True
1180866051,1,free,61.0,6000,VietnamWorks - Job Search,NAVIGOS GROUP VIETNAM JOINT STOCK COMPANY,https://apps.apple.com/vn/app/vietnamworks-job-search/id1180866051?uo=4,Vietnam,66871606.52,68.70%,Business,job search_100,True
309735670,1,free,52.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/za/app/indeed-job-search/id309735670?uo=4,South Africa,33312145.87,56.17%,Business,indeed_20,True
309735670,1,free,52.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/za/app/indeed-job-search/id309735670?uo=4,South Africa,33312145.87,56.17%,Business,job search_100,True
309735670,1,free,61.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/vn/app/indeed-job-search/id309735670?uo=4,Vietnam,66871606.52,68.70%,Business,indeed_20,True
309735670,1,free,1.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/us/app/indeed-job-search/id309735670?uo=4,USA,291589835,88.50%,Business,indeed_20,True
309735670,1,free,1.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/us/app/indeed-job-search/id309735670?uo=4,USA,291589835,88.50%,Business,find a job_20,True
309735670,1,free,154.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/ua/app/indeed-job-search/id309735670?uo=4,Ukraine,27607643.09,62.55%,Business,indeed_20,True
917565665,1,free,3.0,6000,Jora Jobs: Job Search App AU,Job Seeker Pty Ltd,https://apps.apple.com/au/app/jora-jobs-job-search-app-au/id917565665?uo=4,Australia,22230862.18,86.55%,Business,find a job_20,True
309735670,1,free,55.0,6000,Indeed 工作搜尋,Indeed Inc.,https://apps.apple.com/tw/app/indeed-%E5%B7%A5%E4%BD%9C%E6%90%9C%E5%B0%8B/id309735670?uo=4,Taiwan,19751660,83.80%,Business,indeed_20,True
309735670,1,free,55.0,6000,Indeed 工作搜尋,Indeed Inc.,https://apps.apple.com/tw/app/indeed-%E5%B7%A5%E4%BD%9C%E6%90%9C%E5%B0%8B/id309735670?uo=4,Taiwan,19751660,83.80%,Business,job search_100,True
309735670,1,free,57.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/tr/app/indeed-job-search/id309735670?uo=4,Turkey,62391261.98,73.98%,Business,indeed_20,True
309735670,1,free,57.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/tr/app/indeed-job-search/id309735670?uo=4,Turkey,62391261.98,73.98%,Business,find a job_20,True
309735670,1,free,57.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/tr/app/indeed-job-search/id309735670?uo=4,Turkey,62391261.98,73.98%,Business,job search_100,True
414607432,1,free,56.0,6000,JobsDB Job Search,Jobs DB Hong Kong Ltd,https://apps.apple.com/th/app/jobsdb-job-search/id414607432?uo=4,Thailand,46523369.73,66.65%,Business,job search_100,True
981163277,1,free,17.0,6000,JOB TODAY: Buscador de empleo,JobToday S.A.,https://apps.apple.com/es/app/job-today-buscador-de-empleo/id981163277?uo=4,Spain,42956709.6,90.72%,Business,find a job_20,True
414607432,1,free,22.0,6000,jobsDB搵工,Jobs DB Hong Kong Ltd,https://apps.apple.com/hk/app/jobsdb%E6%90%B5%E5%B7%A5/id414607432?uo=4,Hong Kong,6864057.73,91.74%,Business,find a job_20,True
414607432,1,free,22.0,6000,jobsDB搵工,Jobs DB Hong Kong Ltd,https://apps.apple.com/hk/app/jobsdb%E6%90%B5%E5%B7%A5/id414607432?uo=4,Hong Kong,6864057.73,91.74%,Business,job search_100,True
1013812731,1,free,70.0,6000,Indeed Flex,Syft Online Limited,https://apps.apple.com/lt/app/indeed-flex/id1013812731?uo=4,Lithuania,2279968.476,81.58%,Business,indeed_20,True
1013812731,1,free,50.0,6000,Indeed Flex,Syft Online Limited,https://apps.apple.com/sk/app/indeed-flex/id1013812731?uo=4,Slovakia,4522837.99,82.85%,Business,indeed_20,True
367294492,1,free,33.0,6000,JobStreet - Build your career,JOBSTREET.COM PTE LTD,https://apps.apple.com/my/app/jobstreet-build-your-career/id367294492?uo=4,Malaysia,27256450.45,84.21%,Business,find a job_20,True
367294492,1,free,41.0,6000,JobStreet - Build your career,JOBSTREET.COM PTE LTD,https://apps.apple.com/ph/app/jobstreet-build-your-career/id367294492?uo=4,Philippines,47149028.13,43.03%,Business,find a job_20,True
367294492,1,free,49.0,6000,JobStreet - Build your career,JOBSTREET.COM PTE LTD,https://apps.apple.com/sg/app/jobstreet-build-your-career/id367294492?uo=4,Singapore,5057482.836,88.95%,Business,find a job_20,True
309735670,1,free,56.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/th/app/indeed-job-search/id309735670?uo=4,Thailand,46523369.73,66.65%,Business,indeed_20,True
348943344,1,free,59.0,6000,Jobsite - UK Job search app,Jobsite UK (Worldwide) Limited,https://apps.apple.com/gb/app/jobsite-uk-job-search-app/id348943344?uo=4,UK,62185322.95,92.52%,Business,find a job_20,True
1573921822,1,free,74.0,6000,وظفني,ahmed fahmy,https://apps.apple.com/eg/app/%D9%88%D8%B8%D9%81%D9%86%D9%8A/id1573921822?uo=4,Egypt,58620081.79,57.28%,Business,job search_100,True
724241430,1,free,58.0,6000,Naukrigulf Job Search App,Info Edge (India) Ltd,https://apps.apple.com/ae/app/naukrigulf-job-search-app/id724241430?uo=4,UAE,9806331.398,99.15%,Business,job search_100,True
718115201,1,free,45.0,6000,eJobs.ro - Locuri de muncă,EJOBS GROUP SA,https://apps.apple.com/ro/app/ejobs-ro-locuri-de-munc%C4%83/id718115201?uo=4,Romania,14205672.69,73.66%,Business,job search_100,True
1040443949,1,free,59.0,6000,Reed.co.uk Job Search,Reed Online Ltd,https://apps.apple.com/gb/app/reed-co-uk-job-search/id1040443949?uo=4,UK,62185322.95,92.52%,Business,job search_100,True
1052654880,1,free,9.0,6000,领英职场 - 全球招聘平台,LinkedIn Corporation,https://apps.apple.com/cn/app/%E9%A2%86%E8%8B%B1%E8%81%8C%E5%9C%BA-%E5%85%A8%E7%90%83%E6%8B%9B%E8%81%98%E5%B9%B3%E5%8F%B0/id1052654880?uo=4,China,766134643.6,54.30%,Business,job search_100,True
981163277,1,free,82.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/ke/app/job-today-easy-job-search/id981163277?uo=4,Kenya,12133558.03,22.57%,Business,job search_100,True
382581206,1,free,28.0,6000,InfoJobs Lavoro,Adevinta Spain S.L.U.,https://apps.apple.com/it/app/infojobs-lavoro/id382581206?uo=4,Italy,44300560.03,74.39%,Business,find a job_20,True
1271990503,1,free,25.0,6000,Kalibrr Job Search,KALIBRR TECHNOLOGY VENTURES INC.,https://apps.apple.com/id/app/kalibrr-job-search/id1271990503?uo=4,Indonesia,130445190,47.69%,Business,job search_100,True
309735670,1,free,49.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/sg/app/indeed-job-search/id309735670?uo=4,Singapore,5057482.836,88.95%,Business,indeed_20,True
1273713363,1,free,154.0,6000,Robota.ua - best vacancies,"ROBOTA INTERNESHNL, TOV",https://apps.apple.com/ua/app/robota-ua-best-vacancies/id1273713363?uo=4,Ukraine,27607643.09,62.55%,Business,job search_100,True
309735670,1,free,41.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/ph/app/indeed-job-search/id309735670?uo=4,Philippines,47149028.13,43.03%,Business,job search_100,True
309735670,1,free,36.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/nz/app/indeed-job-search/id309735670?uo=4,New Zealand,4617108.405,90.81%,Business,indeed_20,True
589698942,1,free,55.0,6000,Glassdoor - Job Search & more,"Glassdoor, Inc.",https://apps.apple.com/tw/app/glassdoor-job-search-more/id589698942?uo=4,Taiwan,19751660,83.80%,Business,glassdoor_20,True
309735670,1,free,37.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/no/app/indeed-job-search/id309735670?uo=4,Norway,5271885.736,98.00%,Business,indeed_20,True
309735670,1,free,35.0,6000,Indeed Vacatures Zoeken,Indeed Inc.,https://apps.apple.com/nl/app/indeed-vacatures-zoeken/id309735670?uo=4,Netherlands,16270592.76,93.29%,Business,indeed_20,True
309735670,1,free,35.0,6000,Indeed Vacatures Zoeken,Indeed Inc.,https://apps.apple.com/nl/app/indeed-vacatures-zoeken/id309735670?uo=4,Netherlands,16270592.76,93.29%,Business,find a job_20,True
309735670,1,free,35.0,6000,Indeed Vacatures Zoeken,Indeed Inc.,https://apps.apple.com/nl/app/indeed-vacatures-zoeken/id309735670?uo=4,Netherlands,16270592.76,93.29%,Business,job search_100,True
309735670,1,free,41.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/ph/app/indeed-job-search/id309735670?uo=4,Philippines,47149028.13,43.03%,Business,indeed_20,True
309735670,1,free,113.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/ng/app/indeed-job-search/id309735670?uo=4,Nigeria,15397471.36,7.47%,Business,indeed_20,True
309735670,1,free,33.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/my/app/indeed-job-search/id309735670?uo=4,Malaysia,27256450.45,84.21%,Business,indeed_20,True
309735670,1,free,34.0,6000,Indeed: Búsqueda de empleo,Indeed Inc.,https://apps.apple.com/mx/app/indeed-b%C3%BAsqueda-de-empleo/id309735670?uo=4,Mexico,90343064.59,70.07%,Business,indeed_20,True
309735670,1,free,34.0,6000,Indeed: Búsqueda de empleo,Indeed Inc.,https://apps.apple.com/mx/app/indeed-b%C3%BAsqueda-de-empleo/id309735670?uo=4,Mexico,90343064.59,70.07%,Business,job search_100,True
309735670,1,free,29.0,6000,Indeed 취업 검색,Indeed Inc.,https://apps.apple.com/kr/app/indeed-%EC%B7%A8%EC%97%85-%EA%B2%80%EC%83%89/id309735670?uo=4,South Korea,49790953.05,96.16%,Business,indeed_20,True
309735670,1,free,29.0,6000,Indeed 취업 검색,Indeed Inc.,https://apps.apple.com/kr/app/indeed-%EC%B7%A8%EC%97%85-%EA%B2%80%EC%83%89/id309735670?uo=4,South Korea,49790953.05,96.16%,Business,find a job_20,True
309735670,1,free,29.0,6000,Indeed 취업 검색,Indeed Inc.,https://apps.apple.com/kr/app/indeed-%EC%B7%A8%EC%97%85-%EA%B2%80%EC%83%89/id309735670?uo=4,South Korea,49790953.05,96.16%,Business,job search_100,True
