app_id,ranking,chart,country_id,category_id,name,seller_name,url,Internal Country,internet_users,internet_penetration,cat_name,search_details,Include
309735670,7,free,42.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/pl/app/indeed-job-search/id309735670?uo=4,Poland,32074671.33,84.52%,Business,find a job_20,True
981163277,7,free,37.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/no/app/job-today-easy-job-search/id981163277?uo=4,Norway,5271885.736,98.00%,Business,job search_100,True
309735670,7,free,45.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/ro/app/indeed-job-search/id309735670?uo=4,Romania,14205672.69,73.66%,Business,job search_100,True
346080608,7,free,47.0,6000,Fiverr - Freelance Services,Fiverr International Ltd.,https://apps.apple.com/sa/app/fiverr-freelance-services/id346080608?uo=4,Saudi Arabia,33325482.14,95.72%,Business,glassdoor_20,True
309735670,7,free,36.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/nz/app/indeed-job-search/id309735670?uo=4,New Zealand,4617108.405,90.81%,Business,find a job_20,True
981163277,7,free,35.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/nl/app/job-today-easy-job-search/id981163277?uo=4,Netherlands,16270592.76,93.29%,Business,find a job_20,True
1269502911,7,free,52.0,6000,CareerJunction Job Search app,Interactive Junction Holdings Pty (Ltd),https://apps.apple.com/za/app/careerjunction-job-search-app/id1269502911?uo=4,South Africa,33312145.87,56.17%,Business,find a job_20,True
870221491,7,free,1.0,6000,Monster Job Search,"Monster Worldwide, Inc.",https://apps.apple.com/us/app/monster-job-search/id870221491?uo=4,USA,291589835,88.50%,Business,indeed_20,True
1459350082,7,free,62.0,6000,転職 doda 求人や仕事検索なら便利な転職アプリで,"PERSOL CAREER CO., LTD.",https://apps.apple.com/jp/app/%E8%BB%A2%E8%81%B7-doda-%E6%B1%82%E4%BA%BA%E3%82%84%E4%BB%95%E4%BA%8B%E6%A4%9C%E7%B4%A2%E3%81%AA%E3%82%89%E4%BE%BF%E5%88%A9%E3%81%AA%E8%BB%A2%E8%81%B7%E3%82%A2%E3%83%97%E3%83%AA%E3%81%A7/id1459350082?uo=4,Japan,114865144,91.28%,Business,indeed_20,
589698942,7,free,43.0,6000,Glassdoor | Vagas de emprego,"Glassdoor, Inc.",https://apps.apple.com/pt/app/glassdoor-vagas-de-emprego/id589698942?uo=4,Portugal,7764868.542,75.35%,Business,find a job_20,True
981163277,7,free,44.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/qa/app/job-today-easy-job-search/id981163277?uo=4,Qatar,2871057.081,99.65%,Business,indeed_20,True
1119451499,7,free,34.0,6000,Bolsa de trabajo - Buscar empleo,Marisa Carboni,https://apps.apple.com/mx/app/bolsa-de-trabajo-buscar-empleo/id1119451499?uo=4,Mexico,90343064.59,70.07%,Business,job search_100,True
981163277,7,free,38.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/pk/app/job-today-easy-job-search/id981163277?uo=4,Pakistan,37708313.42,17.07%,Business,find a job_20,True
346080608,7,free,36.0,6000,Fiverr - Freelance Services,Fiverr International Ltd.,https://apps.apple.com/nz/app/fiverr-freelance-services/id346080608?uo=4,New Zealand,4617108.405,90.81%,Business,glassdoor_20,True
981163277,7,free,42.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/pl/app/job-today-easy-job-search/id981163277?uo=4,Poland,32074671.33,84.52%,Business,job search_100,True
589698942,7,free,61.0,6000,Glassdoor - Job Search Tools,"Glassdoor, Inc.",https://apps.apple.com/vn/app/glassdoor-job-search-tools/id589698942?uo=4,Vietnam,66871606.52,68.70%,Business,indeed_20,True
981163277,7,free,5.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/be/app/job-today-easy-job-search/id981163277?uo=4,Belgium,10443213.78,90.37%,Business,indeed_20,True
981163277,7,free,80.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/bg/app/job-today-easy-job-search/id981163277?uo=4,Bulgaria,4711453.85,67.95%,Business,indeed_20,True
1119451499,7,free,57.0,6000,Job Search.,Marisa Carboni,https://apps.apple.com/tr/app/job-search/id1119451499?uo=4,Turkey,62391261.98,73.98%,Business,job search_100,True
1119451499,7,free,154.0,6000,Job Search.,Marisa Carboni,https://apps.apple.com/ua/app/job-search/id1119451499?uo=4,Ukraine,27607643.09,62.55%,Business,job search_100,True
1123819773,7,free,7.0,6000,Instawork: Find Local Shifts,"Garuda Labs, Inc.",https://apps.apple.com/ca/app/instawork-find-local-shifts/id1123819773?uo=4,Canada,35231377.02,92.70%,Business,glassdoor_20,True
981163277,7,free,4.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/at/app/job-today-easy-job-search/id981163277?uo=4,Austria,7825043.993,87.75%,Business,glassdoor_20,True
1119451499,7,free,6.0,6000,Empregos - Busca de empregos,Marisa Carboni,https://apps.apple.com/br/app/empregos-busca-de-empregos/id1119451499?uo=4,Brazil,149714694.7,70.43%,Business,job search_100,True
981163277,7,free,113.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/ng/app/job-today-easy-job-search/id981163277?uo=4,Nigeria,15397471.36,7.47%,Business,glassdoor_20,True
589698942,7,free,34.0,6000,Glassdoor: búsqueda de empleo,"Glassdoor, Inc.",https://apps.apple.com/mx/app/glassdoor-b%C3%BAsqueda-de-empleo/id589698942?uo=4,Mexico,90343064.59,70.07%,Business,find a job_20,True
346080608,7,free,49.0,6000,Fiverr - Freelance Services,Fiverr International Ltd.,https://apps.apple.com/sg/app/fiverr-freelance-services/id346080608?uo=4,Singapore,5057482.836,88.95%,Business,glassdoor_20,True
981163277,7,free,58.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/ae/app/job-today-easy-job-search/id981163277?uo=4,UAE,9806331.398,99.15%,Business,job search_100,True
1131342792,7,free,37.0,6000,Uber Driver,"Uber Technologies, Inc.",https://apps.apple.com/no/app/uber-driver/id1131342792?uo=4,Norway,5271885.736,98.00%,Business,indeed_20,
336456412,7,free,59.0,6000,HoursTracker: Hours & Pay,"Cribasoft, LLC",https://apps.apple.com/gb/app/hourstracker-hours-pay/id336456412?uo=4,UK,62185322.95,92.52%,Business,find a job_20,
981163277,7,free,29.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/kr/app/job-today-easy-job-search/id981163277?uo=4,South Korea,49790953.05,96.16%,Business,find a job_20,True
981163277,7,free,10.0,6000,JOB TODAY: Buscador de empleo,JobToday S.A.,https://apps.apple.com/co/app/job-today-buscador-de-empleo/id981163277?uo=4,Colombia,33077385.89,65.01%,Business,indeed_20,True
1221472164,7,free,50.0,6017,Job Search TEFL.com,TEFL Professional Network Ltd,https://apps.apple.com/sk/app/job-search-tefl-com/id1221472164?uo=4,Slovakia,4522837.99,82.85%,Education,job search_100,True
1600630779,7,free,6.0,6000,Ofertas de trabalho,Ramazan ERBASARAN,https://apps.apple.com/br/app/ofertas-de-trabalho/id1600630779?uo=4,Brazil,149714694.7,70.43%,Business,indeed_20,True
346080608,7,free,3.0,6000,Fiverr - Freelance Services,Fiverr International Ltd.,https://apps.apple.com/au/app/fiverr-freelance-services/id346080608?uo=4,Australia,22230862.18,86.55%,Business,glassdoor_20,True
482877505,7,free,42.0,6000,Naukri.com Job Search,Info Edge (India) Ltd,https://apps.apple.com/pl/app/naukri-com-job-search/id482877505?uo=4,Poland,32074671.33,84.52%,Business,glassdoor_20,True
1119451499,7,free,70.0,6000,Job Search.,Marisa Carboni,https://apps.apple.com/lt/app/job-search/id1119451499?uo=4,Lithuania,2279968.476,81.58%,Business,job search_100,True
870221491,7,free,7.0,6000,Monster Job Search,"Monster Worldwide, Inc.",https://apps.apple.com/ca/app/monster-job-search/id870221491?uo=4,Canada,35231377.02,92.70%,Business,indeed_20,True
981163277,7,free,70.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/lt/app/job-today-easy-job-search/id981163277?uo=4,Lithuania,2279968.476,81.58%,Business,find a job_20,True
1240307296,7,free,13.0,6000,Jobs Round the Corner Business,LMC s.r.o.,https://apps.apple.com/cz/app/jobs-round-the-corner-business/id1240307296?uo=4,Czechia,8651870.281,80.87%,Business,indeed_20,True
870221491,7,free,1.0,6000,Monster Job Search,"Monster Worldwide, Inc.",https://apps.apple.com/us/app/monster-job-search/id870221491?uo=4,USA,291589835,88.50%,Business,job search_100,True
346080608,7,free,82.0,6000,Fiverr - Freelance Services,Fiverr International Ltd.,https://apps.apple.com/ke/app/fiverr-freelance-services/id346080608?uo=4,Kenya,12133558.03,22.57%,Business,glassdoor_20,True
346080608,7,free,52.0,6000,Fiverr - Freelance Services,Fiverr International Ltd.,https://apps.apple.com/za/app/fiverr-freelance-services/id346080608?uo=4,South Africa,33312145.87,56.17%,Business,glassdoor_20,True
1258000263,7,free,6.0,6000,Go2Job - Currículo e Empregos,Roberto Delgado,https://apps.apple.com/br/app/go2job-curr%C3%ADculo-e-empregos/id1258000263?uo=4,Brazil,149714694.7,70.43%,Business,find a job_20,True
1257006042,7,free,38.0,6000,Findjobs Singapore,findjobs singapore,https://apps.apple.com/pk/app/findjobs-singapore/id1257006042?uo=4,Pakistan,37708313.42,17.07%,Business,job search_100,True
482877505,7,free,22.0,6000,Naukri.com Job Search,Info Edge (India) Ltd,https://apps.apple.com/hk/app/naukri-com-job-search/id482877505?uo=4,Hong Kong,6864057.73,91.74%,Business,glassdoor_20,True
1562455580,7,free,46.0,6000,‎Работа | Подработка -Alot.Pro,Alexey Ilin,https://apps.apple.com/ru/app/%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0-%D0%BF%D0%BE%D0%B4%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BA%D0%B0-alot-pro/id1562455580?uo=4,Russia,119090727.1,82.64%,Business,indeed_20,
414607432,7,free,62.0,6000,JobsDB Job Search,Jobs DB Hong Kong Ltd,https://apps.apple.com/jp/app/jobsdb-job-search/id414607432?uo=4,Japan,114865144,91.28%,Business,job search_100,True
1249266454,7,free,19.0,6000,Adecco & Moi - Mission Intérim,Adecco Groupe France,https://apps.apple.com/fr/app/adecco-moi-mission-int%C3%A9rim/id1249266454?uo=4,France,56163971.98,83.34%,Business,indeed_20,
309735670,7,free,25.0,6000,Indeed Job Search,Indeed Inc.,https://apps.apple.com/id/app/indeed-job-search/id309735670?uo=4,Indonesia,130445190,47.69%,Business,job search_100,True
346080608,7,free,154.0,6000,Fiverr - Freelance Services,Fiverr International Ltd.,https://apps.apple.com/ua/app/fiverr-freelance-services/id346080608?uo=4,Ukraine,27607643.09,62.55%,Business,glassdoor_20,True
288429040,7,free,48.0,6000,LinkedIn: Business-Netzwerk,LinkedIn Corporation,https://apps.apple.com/ch/app/linkedin-business-netzwerk/id288429040?uo=4,Switzerland,8044930.658,93.15%,Business,job search_100,True
1038357557,7,free,3.0,6000,Government Jobs,uWorkin Pty. Ltd.,https://apps.apple.com/au/app/government-jobs/id1038357557?uo=4,Australia,22230862.18,86.55%,Business,job search_100,True
541933937,7,free,7.0,6000,ZipRecruiter Job Search,"ZipRecruiter, Inc.",https://apps.apple.com/ca/app/ziprecruiter-job-search/id541933937?uo=4,Canada,35231377.02,92.70%,Business,find a job_20,True
520400855,7,free,10.0,6000,SEEK Jobs - Job Search,SEEK Limited,https://apps.apple.com/co/app/seek-jobs-job-search/id520400855?uo=4,Colombia,33077385.89,65.01%,Business,job search_100,True
520400855,7,free,13.0,6000,SEEK - Job Search,SEEK Limited,https://apps.apple.com/cz/app/seek-job-search/id520400855?uo=4,Czechia,8651870.281,80.87%,Business,job search_100,True
288429040,7,free,3.0,6000,LinkedIn: Network & Job Search,LinkedIn Corporation,https://apps.apple.com/au/app/linkedin-network-job-search/id288429040?uo=4,Australia,22230862.18,86.55%,Business,find a job_20,True
525775161,7,free,24.0,6000,Monster - Job Search & Careers,Monster.com India Pvt. Ltd.,https://apps.apple.com/in/app/monster-job-search-careers/id525775161?uo=4,India,277122821.1,20.08%,Business,find a job_20,True
520400855,7,free,13.0,6000,SEEK - Job Search,SEEK Limited,https://apps.apple.com/cz/app/seek-job-search/id520400855?uo=4,Czechia,8651870.281,80.87%,Business,find a job_20,True
288429040,7,free,35.0,6000,LinkedIn: Een baan zoeken,LinkedIn Corporation,https://apps.apple.com/nl/app/linkedin-een-baan-zoeken/id288429040?uo=4,Netherlands,16270592.76,93.29%,Business,job search_100,True
288429040,7,free,36.0,6000,LinkedIn: Network & Job Search,LinkedIn Corporation,https://apps.apple.com/nz/app/linkedin-network-job-search/id288429040?uo=4,New Zealand,4617108.405,90.81%,Business,job search_100,True
288429040,7,free,59.0,6000,LinkedIn: Job Search & News,LinkedIn Corporation,https://apps.apple.com/gb/app/linkedin-job-search-news/id288429040?uo=4,UK,62185322.95,92.52%,Business,job search_100,True
288429040,7,free,33.0,6000,LinkedIn: Job Search & News,LinkedIn Corporation,https://apps.apple.com/my/app/linkedin-job-search-news/id288429040?uo=4,Malaysia,27256450.45,84.21%,Business,glassdoor_20,True
525775161,7,free,22.0,6000,Monster - Job Search & Careers,Monster.com India Pvt. Ltd.,https://apps.apple.com/hk/app/monster-job-search-careers/id525775161?uo=4,Hong Kong,6864057.73,91.74%,Business,indeed_20,True
288429040,7,free,41.0,6000,LinkedIn: Job Search & News,LinkedIn Corporation,https://apps.apple.com/ph/app/linkedin-job-search-news/id288429040?uo=4,Philippines,47149028.13,43.03%,Business,glassdoor_20,True
1005070636,7,free,35.0,6005,Fishbowl: Professional Network,Fishbowl Media LLC,https://apps.apple.com/nl/app/fishbowl-professional-network/id1005070636?uo=4,Netherlands,16270592.76,93.29%,Social Networking,glassdoor_20,True
1040443949,7,free,13.0,6000,Reed.co.uk Job Search,Reed Online Ltd,https://apps.apple.com/cz/app/reed-co-uk-job-search/id1040443949?uo=4,Czechia,8651870.281,80.87%,Business,glassdoor_20,True
800818884,7,free,7.0,6000,FlexJobs - Remote Job Search,FlexJobs Corporation,https://apps.apple.com/ca/app/flexjobs-remote-job-search/id800818884?uo=4,Canada,35231377.02,92.70%,Business,job search_100,True
924927935,7,free,46.0,6000,Totaljobs - UK Job Search App,Totaljobs Group,https://apps.apple.com/ru/app/totaljobs-uk-job-search-app/id924927935?uo=4,Russia,119090727.1,82.64%,Business,glassdoor_20,True
1351272698,7,free,19.0,6000,Indeed Flex+,Syft Online Limited,https://apps.apple.com/fr/app/indeed-flex/id1351272698?uo=4,France,56163971.98,83.34%,Business,glassdoor_20,True
379240463,7,free,8.0,6000,Trovit Empleo,"Trovit Search, S.L.",https://apps.apple.com/cl/app/trovit-empleo/id379240463?uo=4,Chile,15737894.47,82.33%,Business,indeed_20,True
379240463,7,free,43.0,6000,Trovit Emprego,"Trovit Search, S.L.",https://apps.apple.com/pt/app/trovit-emprego/id379240463?uo=4,Portugal,7764868.542,75.35%,Business,indeed_20,True
927810012,7,free,17.0,6000,Freelancer - Hire & Find Jobs,FREELANCER INTERNATIONAL PTY LTD,https://apps.apple.com/es/app/freelancer-hire-find-jobs/id927810012?uo=4,Spain,42956709.6,90.72%,Business,glassdoor_20,True
724241430,7,free,28.0,6000,Naukrigulf Job Search App,Info Edge (India) Ltd,https://apps.apple.com/it/app/naukrigulf-job-search-app/id724241430?uo=4,Italy,44300560.03,74.39%,Business,glassdoor_20,True
288429040,7,free,44.0,6000,LinkedIn: Job Search & News,LinkedIn Corporation,https://apps.apple.com/qa/app/linkedin-job-search-news/id288429040?uo=4,Qatar,2871057.081,99.65%,Business,job search_100,True
924927935,7,free,113.0,6000,Totaljobs - UK Job Search App,Totaljobs Group,https://apps.apple.com/ng/app/totaljobs-uk-job-search-app/id924927935?uo=4,Nigeria,15397471.36,7.47%,Business,job search_100,True
520400855,7,free,8.0,6000,SEEK Jobs - Job Search,SEEK Limited,https://apps.apple.com/cl/app/seek-jobs-job-search/id520400855?uo=4,Chile,15737894.47,82.33%,Business,job search_100,True
1013812731,7,free,54.0,6000,Indeed Flex,Syft Online Limited,https://apps.apple.com/se/app/indeed-flex/id1013812731?uo=4,Sweden,9783323.857,94.49%,Business,indeed_20,True
288429040,7,free,26.0,6000,LinkedIn: Job Search & News,LinkedIn Corporation,https://apps.apple.com/ie/app/linkedin-job-search-news/id288429040?uo=4,Ireland,4221655.706,84.52%,Business,job search_100,True
939543552,7,free,48.0,6000,GeoJob - Find job openings around you,Pushapp Srl,https://apps.apple.com/ch/app/geojob-find-job-openings-around-you/id939543552?uo=4,Switzerland,8044930.658,93.15%,Business,find a job_20,True
520400855,7,free,20.0,6000,SEEK - Job Search,SEEK Limited,https://apps.apple.com/gr/app/seek-job-search/id520400855?uo=4,Greece,8108585.232,75.67%,Business,indeed_20,True
731343750,7,free,17.0,6000,Adecco España: Buscar Trabajo,Adecco Iberia SA.,https://apps.apple.com/es/app/adecco-espa%C3%B1a-buscar-trabajo/id731343750?uo=4,Spain,42956709.6,90.72%,Business,indeed_20,
520400855,7,free,37.0,6000,SEEK - Job Search,SEEK Limited,https://apps.apple.com/no/app/seek-job-search/id520400855?uo=4,Norway,5271885.736,98.00%,Business,find a job_20,True
927810012,7,free,6.0,6000,Freelancer - Hire & Find Jobs,FREELANCER INTERNATIONAL PTY LTD,https://apps.apple.com/br/app/freelancer-hire-find-jobs/id927810012?uo=4,Brazil,149714694.7,70.43%,Business,glassdoor_20,True
1374123218,7,free,9.0,6000,JobsDB SG search jobs in sg 工作,Job Seeker Pty Ltd,https://apps.apple.com/cn/app/jobsdb-sg-search-jobs-in-sg-%E5%B7%A5%E4%BD%9C/id1374123218?uo=4,China,766134643.6,54.30%,Business,indeed_20,True
724241430,7,free,44.0,6000,Naukrigulf Job Search App,Info Edge (India) Ltd,https://apps.apple.com/qa/app/naukrigulf-job-search-app/id724241430?uo=4,Qatar,2871057.081,99.65%,Business,glassdoor_20,True
288429040,7,free,59.0,6000,LinkedIn: Job Search & News,LinkedIn Corporation,https://apps.apple.com/gb/app/linkedin-job-search-news/id288429040?uo=4,UK,62185322.95,92.52%,Business,glassdoor_20,True
724241430,7,free,74.0,6000,Naukrigulf Job Search App,Info Edge (India) Ltd,https://apps.apple.com/eg/app/naukrigulf-job-search-app/id724241430?uo=4,Egypt,58620081.79,57.28%,Business,find a job_20,True
288429040,7,free,29.0,6000,LinkedIn,LinkedIn Corporation,https://apps.apple.com/kr/app/linkedin/id288429040?uo=4,South Korea,49790953.05,96.16%,Business,job search_100,True
939543552,7,free,26.0,6000,GeoJob - Find job openings around you,Pushapp Srl,https://apps.apple.com/ie/app/geojob-find-job-openings-around-you/id939543552?uo=4,Ireland,4221655.706,84.52%,Business,find a job_20,True
525775161,7,free,49.0,6000,Monster - Job Search & Careers,Monster.com India Pvt. Ltd.,https://apps.apple.com/sg/app/monster-job-search-careers/id525775161?uo=4,Singapore,5057482.836,88.95%,Business,indeed_20,True
525775161,7,free,49.0,6000,Monster - Job Search & Careers,Monster.com India Pvt. Ltd.,https://apps.apple.com/sg/app/monster-job-search-careers/id525775161?uo=4,Singapore,5057482.836,88.95%,Business,job search_100,True
288429040,7,free,33.0,6000,LinkedIn: Job Search & News,LinkedIn Corporation,https://apps.apple.com/my/app/linkedin-job-search-news/id288429040?uo=4,Malaysia,27256450.45,84.21%,Business,job search_100,True
724241430,7,free,62.0,6000,Naukrigulf Job Search App,Info Edge (India) Ltd,https://apps.apple.com/jp/app/naukrigulf-job-search-app/id724241430?uo=4,Japan,114865144,91.28%,Business,glassdoor_20,True
939543552,7,free,49.0,6000,GeoJob - Find job openings around you,Pushapp Srl,https://apps.apple.com/sg/app/geojob-find-job-openings-around-you/id939543552?uo=4,Singapore,5057482.836,88.95%,Business,find a job_20,True
549669768,7,free,2.0,6000,Catho: Vagas e Oportunidades,Catho Online LTDA,https://apps.apple.com/ar/app/catho-vagas-e-oportunidades/id549669768?uo=4,Argentina,33712623.81,74.29%,Business,glassdoor_20,
288429040,7,free,25.0,6000,LinkedIn: Job Search & News,LinkedIn Corporation,https://apps.apple.com/id/app/linkedin-job-search-news/id288429040?uo=4,Indonesia,130445190,47.69%,Business,glassdoor_20,True
1348096890,7,free,33.0,6000,JobStreet VN - Find job online,Job Seeker Pty Ltd,https://apps.apple.com/my/app/jobstreet-vn-find-job-online/id1348096890?uo=4,Malaysia,27256450.45,84.21%,Business,find a job_20,True
288429040,7,free,74.0,6000,LinkedIn: Job Search & News,LinkedIn Corporation,https://apps.apple.com/eg/app/linkedin-job-search-news/id288429040?uo=4,Egypt,58620081.79,57.28%,Business,indeed_20,True
924927935,7,free,80.0,6000,Totaljobs - UK Job Search App,Totaljobs Group,https://apps.apple.com/bg/app/totaljobs-uk-job-search-app/id924927935?uo=4,Bulgaria,4711453.85,67.95%,Business,glassdoor_20,True
1026737684,7,free,17.0,6000,CornerJob - Empleo y trabajo,JOB DIGITAL NETWORKS SL.,https://apps.apple.com/es/app/cornerjob-empleo-y-trabajo/id1026737684?uo=4,Spain,42956709.6,90.72%,Business,job search_100,True
1348096890,7,free,20.0,6000,JobStreet VN - Find job online,Job Seeker Pty Ltd,https://apps.apple.com/gr/app/jobstreet-vn-find-job-online/id1348096890?uo=4,Greece,8108585.232,75.67%,Business,find a job_20,True
520400855,7,free,25.0,6000,SEEK - Job Search,SEEK Limited,https://apps.apple.com/id/app/seek-job-search/id520400855?uo=4,Indonesia,130445190,47.69%,Business,find a job_20,True
1026737684,7,free,34.0,6000,CornerJob - Empleo y trabajo,JOB DIGITAL NETWORKS SL.,https://apps.apple.com/mx/app/cornerjob-empleo-y-trabajo/id1026737684?uo=4,Mexico,90343064.59,70.07%,Business,indeed_20,True
520400855,7,free,56.0,6000,SEEK - Job Search,SEEK Limited,https://apps.apple.com/th/app/seek-job-search/id520400855?uo=4,Thailand,46523369.73,66.65%,Business,indeed_20,True
520400855,7,free,57.0,6000,SEEK - Job Search,SEEK Limited,https://apps.apple.com/tr/app/seek-job-search/id520400855?uo=4,Turkey,62391261.98,73.98%,Business,indeed_20,True
724241430,7,free,113.0,6000,Naukrigulf Job Search App,Info Edge (India) Ltd,https://apps.apple.com/ng/app/naukrigulf-job-search-app/id724241430?uo=4,Nigeria,15397471.36,7.47%,Business,find a job_20,True
927810012,7,free,58.0,6000,Freelancer - Hire & Find Jobs,FREELANCER INTERNATIONAL PTY LTD,https://apps.apple.com/ae/app/freelancer-hire-find-jobs/id927810012?uo=4,UAE,9806331.398,99.15%,Business,glassdoor_20,True
939543552,7,free,154.0,6000,GeoJob - Find job openings around you,Pushapp Srl,https://apps.apple.com/ua/app/geojob-find-job-openings-around-you/id939543552?uo=4,Ukraine,27607643.09,62.55%,Business,find a job_20,True
520400855,7,free,44.0,6000,SEEK - Job Search,SEEK Limited,https://apps.apple.com/qa/app/seek-job-search/id520400855?uo=4,Qatar,2871057.081,99.65%,Business,find a job_20,True
520400855,7,free,55.0,6000,SEEK Jobs - Job Search,SEEK Limited,https://apps.apple.com/tw/app/seek-jobs-job-search/id520400855?uo=4,Taiwan,19751660,83.80%,Business,find a job_20,True
1446736499,7,free,5.0,6000,Upwork for Freelancers,Upwork Global Inc.,https://apps.apple.com/be/app/upwork-for-freelancers/id1446736499?uo=4,Belgium,10443213.78,90.37%,Business,glassdoor_20,True
724241430,7,free,82.0,6000,Naukrigulf Job Search App,Info Edge (India) Ltd,https://apps.apple.com/ke/app/naukrigulf-job-search-app/id724241430?uo=4,Kenya,12133558.03,22.57%,Business,find a job_20,True
939543552,7,free,56.0,6000,GeoJob - Find job openings around you,Pushapp Srl,https://apps.apple.com/th/app/geojob-find-job-openings-around-you/id939543552?uo=4,Thailand,46523369.73,66.65%,Business,find a job_20,True
1040443949,7,free,20.0,6000,Reed.co.uk Job Search,Reed Online Ltd,https://apps.apple.com/gr/app/reed-co-uk-job-search/id1040443949?uo=4,Greece,8108585.232,75.67%,Business,glassdoor_20,True
927810012,7,free,29.0,6000,Freelancer - Hire & Find Jobs,FREELANCER INTERNATIONAL PTY LTD,https://apps.apple.com/kr/app/freelancer-hire-find-jobs/id927810012?uo=4,South Korea,49790953.05,96.16%,Business,glassdoor_20,True
1040443949,7,free,22.0,6000,Reed.co.uk Job Search,Reed Online Ltd,https://apps.apple.com/hk/app/reed-co-uk-job-search/id1040443949?uo=4,Hong Kong,6864057.73,91.74%,Business,job search_100,True
1348096890,7,free,58.0,6000,JobStreet VN - Find job online,Job Seeker Pty Ltd,https://apps.apple.com/ae/app/jobstreet-vn-find-job-online/id1348096890?uo=4,UAE,9806331.398,99.15%,Business,find a job_20,True
939543552,8,free,7.0,6000,GeoJob - Find job openings around you,Pushapp Srl,https://apps.apple.com/ca/app/geojob-find-job-openings-around-you/id939543552?uo=4,Canada,35231377.02,92.70%,Business,find a job_20,True
981163277,8,free,62.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/jp/app/job-today-easy-job-search/id981163277?uo=4,Japan,114865144,91.28%,Business,glassdoor_20,True
1271990503,8,free,41.0,6000,Kalibrr Job Search,KALIBRR TECHNOLOGY VENTURES INC.,https://apps.apple.com/ph/app/kalibrr-job-search/id1271990503?uo=4,Philippines,47149028.13,43.03%,Business,find a job_20,True
981163277,8,free,35.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/nl/app/job-today-easy-job-search/id981163277?uo=4,Netherlands,16270592.76,93.29%,Business,indeed_20,True
981163277,8,free,14.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/dk/app/job-today-easy-job-search/id981163277?uo=4,Denmark,5717483.718,98.05%,Business,find a job_20,True
1131342792,8,free,74.0,6000,Uber Driver,"Uber Technologies, Inc.",https://apps.apple.com/eg/app/uber-driver/id1131342792?uo=4,Egypt,58620081.79,57.28%,Business,find a job_20,
482877505,8,free,58.0,6000,Naukri.com Job Search,Info Edge (India) Ltd,https://apps.apple.com/ae/app/naukri-com-job-search/id482877505?uo=4,UAE,9806331.398,99.15%,Business,indeed_20,True
1495120496,8,free,154.0,6000,CareerOne Jobs - Job Search,CAREERONE PTY LIMITED,https://apps.apple.com/ua/app/careerone-jobs-job-search/id1495120496?uo=4,Ukraine,27607643.09,62.55%,Business,indeed_20,True
1475654081,8,free,48.0,6000,Pogi Job Search,Pogi Inc.,https://apps.apple.com/ch/app/pogi-job-search/id1475654081?uo=4,Switzerland,8044930.658,93.15%,Business,job search_100,True
589698942,8,free,28.0,6000,Lavori Glassdoor: cerca lavoro,"Glassdoor, Inc.",https://apps.apple.com/it/app/lavori-glassdoor-cerca-lavoro/id589698942?uo=4,Italy,44300560.03,74.39%,Business,job search_100,True
520400855,8,free,80.0,6000,SEEK - Job Search,SEEK Limited,https://apps.apple.com/bg/app/seek-job-search/id520400855?uo=4,Bulgaria,4711453.85,67.95%,Business,indeed_20,True
981163277,8,free,13.0,6000,JOB TODAY: Easy Job Search,JobToday S.A.,https://apps.apple.com/cz/app/job-today-easy-job-search/id981163277?uo=4,Czechia,8651870.281,80.87%,Business,indeed_20,True
1572231757,8,free,49.0,6000,FastJobs SG - Find Jobs Fast,FastCo Pte. Ltd.,https://apps.apple.com/sg/app/fastjobs-sg-find-jobs-fast/id1572231757?uo=4,Singapore,5057482.836,88.95%,Business,indeed_20,True
927810012,8,free,70.0,6000,Freelancer - Hire & Find Jobs,FREELANCER INTERNATIONAL PTY LTD,https://apps.apple.com/lt/app/freelancer-hire-find-jobs/id927810012?uo=4,Lithuania,2279968.476,81.58%,Business,glassdoor_20,True
